,ko,en,word_count,source,filepath,zipf,word,frequency,level
166,한,one (with a counter),1,integrated,Integrated Korean Beginning 1,6.91,한,2922.0,beginner
93,한,around,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),6.91,한,2922.0,beginner
514,한,about,1,other,Fun Fun Korean 2,6.91,한,2922.0,beginner
268,하다,to do,1,yonsei,Yonsei Korean Vocab Beginner,6.91,하다,1.0,beginner
280,하다,to play,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.91,하다,1.0,beginner
223,하다,"낚시, 등산, 축구",1,kiip,KIIP Beginner Level 2,6.91,하다,1.0,beginner
949,하다,to do,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.91,하다,1.0,beginner
405,아,"Ah, oh",1,sungkyunkwan,성균관어학 1급,6.9,아,217.0,beginner
391,나,I (plain),1,sungkyunkwan,성균관어학 1급,6.89,나,4.0,beginner
117,나,I (plain),1,integrated,Integrated Korean Beginning 1,6.89,나,4.0,beginner
90,을/를,object particle,1,integrated,Integrated Korean Beginning 1,6.89,,,beginner
992,나,I (plain),1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.89,나,4.0,beginner
538,나,"I, me (informal)",1,topik,TOPIK Beginner Vocabulary List,6.89,나,4.0,beginner
455,해,sun,1,topik,쏙쏙 40 days TOPIK 초급,6.82,해,5052.0,beginner
846,해,year,1,yonsei,Yonsei Korean Vocab Beginner,6.82,해,5052.0,beginner
231,(이)나,or (with nouns),1,integrated,Integrated Korean Beginning 2,6.79,,,beginner
33,(이)나,Or,1,sungkyunkwan,성균관 어학 2급,6.79,,,beginner
74,(이)나,as much; many as,1,integrated,Integrated Korean Beginning 2,6.79,,,beginner
23,있다,to be (existence),1,integrated,Integrated Korean Beginning 1,6.77,있다,2.0,beginner
538,있다,to have,1,yonsei,Yonsei Korean Vocab Beginner,6.77,있다,2.0,beginner
881,있다,"to exist, to be, to have",1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.77,있다,2.0,beginner
744,있다,To exist,1,topik,쏙쏙 40 days TOPIK 초급,6.77,있다,2.0,beginner
654,있다,to have/exist,1,kiip,KIIP Beginner Level 1,6.77,있다,2.0,beginner
62,있다,to have,1,other,Fun Fun Korean 1,6.77,있다,2.0,beginner
707,거,thing (abbr.),1,topik,TOPIK Beginner Vocabulary List,6.75,거,2480.0,beginner
170,거,thing (contraction),1,integrated,Integrated Korean Beginning 1,6.75,거,2480.0,beginner
175,들다,to lift,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),6.73,들다,2504.0,beginner
893,들다,to hold,1,yonsei,Yonsei Korean Vocab Beginner,6.73,들다,2504.0,beginner
141,들다,to lift up,1,other,Fun Fun Korean 1,6.73,들다,2504.0,beginner
43,들다,필요하다,1,kiip,KIIP Beginner Level 2,6.73,들다,2504.0,beginner
662,들다,to be included,1,other,Fun Fun Korean 2,6.73,들다,2504.0,beginner
430,들다,to take/contain/hold,1,topik,쏙쏙 40 days TOPIK 초급,6.73,들다,2504.0,beginner
276,들다,"to hold, to carry, to lift",1,topik,TOPIK Beginner Vocabulary List,6.73,들다,2504.0,beginner
394,안,do not,1,integrated,Integrated Korean Beginning 1,6.68,안,4785.0,beginner
250,안,inside,1,other,Fun Fun Korean 1,6.68,안,4785.0,beginner
177,나다,to appear/occur,1,topik,쏙쏙 40 days TOPIK 초급,6.68,나다,233.0,beginner
610,나다,to have or form,1,yonsei,Yonsei Korean Vocab Beginner,6.68,나다,233.0,beginner
961,안,the inside,1,kiip,KIIP Beginner Level 1,6.68,안,4785.0,beginner
379,안,do not,1,topik,쏙쏙 40 days TOPIK 초급,6.68,안,4785.0,beginner
100,안,inside,1,topik,쏙쏙 40 days TOPIK 초급,6.68,안,4785.0,beginner
515,안,Not,1,sungkyunkwan,성균관어학 1급,6.68,안,4785.0,beginner
114,안,inside,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",6.68,안,4785.0,beginner
919,안,inside,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.68,안,4785.0,beginner
323,안,Inside,1,sungkyunkwan,성균관어학 1급,6.68,안,4785.0,beginner
7,안,the inside,1,integrated,Integrated Korean Beginning 1,6.68,안,4785.0,beginner
1018,안,not,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.68,안,4785.0,beginner
253,나다,To produce,1,sungkyunkwan,성균관 어학 2급,6.68,나다,233.0,beginner
531,안,inside,1,yonsei,Yonsei Korean Vocab Beginner,6.68,안,4785.0,beginner
152,면,noodles,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),6.64,면,3867.0,beginner
282,에서,"In, at (dynamic location)",1,integrated,Integrated Korean Beginning 1,6.64,,,beginner
364,에서,from (location),1,integrated,Integrated Korean Beginning 1,6.64,,,beginner
331,...에 있다,to stay at ...,2,other,Fun Fun Korean 1,6.64,,,beginner
878,그,that,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.64,그,907.0,beginner
863,그,"he, she, the, that etc",1,topik,TOPIK Beginner Vocabulary List,6.64,그,907.0,beginner
422,그,that,1,integrated,Integrated Korean Beginning 1,6.64,그,907.0,beginner
164,일,day  (counter),1,integrated,Integrated Korean Beginning 1,6.63,일,4662.0,beginner
648,일,one,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.63,일,4662.0,beginner
21,일,event,1,integrated,Integrated Korean Beginning 2,6.63,일,4662.0,beginner
57,일,one,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",6.63,일,4662.0,beginner
195,일,1 (Sino-Korean),1,integrated,Integrated Korean Beginning 1,6.63,일,4662.0,beginner
955,일,work,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.63,일,4662.0,beginner
118,일,one (Sino-Korean),1,integrated,Integrated Korean Beginning 1,6.63,일,4662.0,beginner
272,일,work,1,integrated,Integrated Korean Beginning 1,6.63,일,4662.0,beginner
479,일,1,1,sungkyunkwan,성균관어학 1급,6.63,일,4662.0,beginner
721,일,day,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.63,일,4662.0,beginner
171,것,"a thing, stuff, an object, a matter",1,topik,TOPIK Beginner Vocabulary List,6.59,것,0.0,beginner
273,한 해,one year,2,sogang,Sogang Korean 2B (w,6.56,,,beginner
585,말,horse,1,other,Fun Fun Korean 2,6.55,말,2101.0,beginner
265,말,language,1,topik,쏙쏙 40 days TOPIK 초급,6.55,말,2101.0,beginner
672,말,"a language, speech, words",1,topik,TOPIK Beginner Vocabulary List,6.55,말,2101.0,beginner
353,말,"speech, words",1,integrated,Integrated Korean Beginning 1,6.55,말,2101.0,beginner
168,좋다,good,1,kiip,KIIP Beginner Level 1,6.51,좋다,21.0,beginner
752,좋다,to be good,1,topik,쏙쏙 40 days TOPIK 초급,6.51,좋다,21.0,beginner
36,좋다,"to be good, nice",1,integrated,Integrated Korean Beginning 1,6.51,좋다,21.0,beginner
191,좋다,to be good,1,yonsei,Yonsei Korean Vocab Beginner,6.51,좋다,21.0,beginner
86,좋다,to be good,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",6.51,좋다,21.0,beginner
898,좋다,to be good,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.51,좋다,21.0,beginner
181,내다,to submit/spare,1,topik,쏙쏙 40 days TOPIK 초급,6.49,내다,122.0,beginner
183,내다,to make,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),6.49,내다,122.0,beginner
299,내다,"to make, build, cut",1,topik,TOPIK Beginner Vocabulary List,6.49,내다,122.0,beginner
89,내다,to pay,1,yonsei,Yonsei Level 2 Vocabulary (연세 한국어 2급 단어),6.49,내다,122.0,beginner
797,제,my (humble),1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.47,,,beginner
96,제,my (humble),1,other,Fun Fun Korean 1,6.47,,,beginner
194,제,my (humble),1,integrated,Integrated Korean Beginning 1,6.47,,,beginner
569,제,My,1,sungkyunkwan,성균관어학 1급,6.47,,,beginner
923,제,my (humble),1,kiip,KIIP Beginner Level 1,6.47,,,beginner
90,일하다,to work,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",6.45,일하다,503.0,beginner
962,일하다,to work,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.45,일하다,503.0,beginner
336,일하다,To work,1,sungkyunkwan,성균관어학 1급,6.45,일하다,503.0,beginner
534,일하다,to work,1,other,Fun Fun Korean 1,6.45,일하다,503.0,beginner
708,수,number,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.45,수,4531.0,beginner
655,없다,to not exist,1,kiip,KIIP Beginner Level 1,6.45,없다,5.0,beginner
947,일하다,to work,1,topik,쏙쏙 40 days TOPIK 초급,6.45,일하다,503.0,beginner
463,수,Number,1,sungkyunkwan,성균관어학 1급,6.45,수,4531.0,beginner
884,없다,"to not exist, to not be, to not have",1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.45,없다,5.0,beginner
197,수,amount,1,yonsei,Yonsei Korean Vocab Beginner,6.45,수,4531.0,beginner
554,없다,To be nonexistent,1,topik,쏙쏙 40 days TOPIK 초급,6.45,없다,5.0,beginner
715,일하다,to work,1,kiip,KIIP Beginner Level 1,6.45,일하다,503.0,beginner
426,되다,to become,1,topik,쏙쏙 40 days TOPIK 초급,6.44,되다,3.0,beginner
49,되다,to become; get; turn into,1,integrated,Integrated Korean Beginning 2,6.44,되다,3.0,beginner
818,되다,to become,1,other,Fun Fun Korean 2,6.44,되다,3.0,beginner
117,되다,To be able,1,sungkyunkwan,성균관어학 1급,6.44,되다,3.0,beginner
652,되다,"to be, become",1,topik,TOPIK Beginner Vocabulary List,6.44,되다,3.0,beginner
436,되다,to become,1,yonsei,Yonsei Korean Vocab Beginner,6.44,되다,3.0,beginner
189,되다,to become,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.44,되다,3.0,beginner
705,만,ten thousand,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.43,만,4835.0,beginner
181,만,only (particle),1,integrated,Integrated Korean Beginning 1,6.43,만,4835.0,beginner
69,만,ten thousand,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",6.43,만,4835.0,beginner
193,만,ten thousand,1,yonsei,Yonsei Korean Vocab Beginner,6.43,만,4835.0,beginner
224,만,"10,000",1,integrated,Integrated Korean Beginning 1,6.43,만,4835.0,beginner
574,만,ten thousand,1,topik,TOPIK Beginner Vocabulary List,6.43,만,4835.0,beginner
215,만,Only,1,sungkyunkwan,성균관어학 1급,6.43,만,4835.0,beginner
504,만,10 000,1,sungkyunkwan,성균관어학 1급,6.43,만,4835.0,beginner
857,같다,To be the same,1,topik,쏙쏙 40 days TOPIK 초급,6.42,같다,9.0,beginner
771,주,week,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.42,주,2204.0,beginner
341,주,Week,1,integrated,Integrated Korean Beginning 1,6.42,주,2204.0,beginner
383,같다,to be alike,1,other,Fun Fun Korean 2,6.42,같다,9.0,beginner
218,같다,"same, identical (with/to)",1,topik,TOPIK Beginner Vocabulary List,6.42,같다,9.0,beginner
238,주,Week,1,yonsei,Yonsei Korean Vocab Beginner,6.42,주,2204.0,beginner
404,네,Yes,1,sungkyunkwan,성균관어학 1급,6.41,네,1017.0,beginner
678,네,Yes,1,other,Fun Fun Korean 1,6.41,네,1017.0,beginner
788,네,"yes; I see, okay",1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.41,네,1017.0,beginner
255,네,4 (Native Korean before counter),1,integrated,Integrated Korean Beginning 1,6.41,네,1017.0,beginner
135,네,"yes; I see, okay",1,integrated,Integrated Korean Beginning 1,6.41,네,1017.0,beginner
435,네,yes,1,topik,TOPIK Beginner Vocabulary List,6.41,네,1017.0,beginner
87,잘,"well, skillfully, properly",1,integrated,Integrated Korean Beginning 1,6.4,잘,41.0,beginner
114,잘,Well,1,sungkyunkwan,성균관어학 1급,6.4,잘,41.0,beginner
489,잘,well,1,topik,쏙쏙 40 days TOPIK 초급,6.4,잘,41.0,beginner
91,잘,often,1,other,Fun Fun Korean 1,6.4,잘,41.0,beginner
591,잘,well,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.4,잘,41.0,beginner
250,말하다,to speak,1,yonsei,Yonsei Korean Vocab Beginner,6.39,말하다,13.0,beginner
444,말하다,to say,1,topik,쏙쏙 40 days TOPIK 초급,6.39,말하다,13.0,beginner
675,말하다,"to speak, to talk",1,topik,TOPIK Beginner Vocabulary List,6.39,말하다,13.0,beginner
100,말하다,"to speak, to talk",1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",6.39,말하다,13.0,beginner
88,제가,I,1,other,Fun Fun Korean 1,6.39,,,beginner
532,말하다,to speak,1,other,Fun Fun Korean 1,6.39,말하다,13.0,beginner
1001,말하다,"to say, to speak",1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.39,말하다,13.0,beginner
903,사람,"person, people",1,kiip,KIIP Beginner Level 1,6.38,사람,6.0,beginner
111,사람,"person, people",1,integrated,Integrated Korean Beginning 1,6.38,사람,6.0,beginner
243,사람,Person counter 2,1,sungkyunkwan,성균관어학 1급,6.38,사람,6.0,beginner
420,사람,Person,1,sungkyunkwan,성균관어학 1급,6.38,사람,6.0,beginner
796,사람,"person, people",1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.38,사람,6.0,beginner
478,사람,"a person, the people",1,topik,TOPIK Beginner Vocabulary List,6.38,사람,6.0,beginner
415,해가 나다,to be sunny,2,other,Fun Fun Korean 2,6.37,,,beginner
246,님,"sir, ma'am (honorific)",1,topik,TOPIK Beginner Vocabulary List,6.37,,,beginner
985,더,more,1,kiip,KIIP Beginner Level 1,6.37,더,22.0,beginner
816,더,more,1,topik,TOPIK Beginner Vocabulary List,6.37,더,22.0,beginner
789,저,I (humble),1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.37,저,4665.0,beginner
899,저,I (humble),1,kiip,KIIP Beginner Level 1,6.37,저,4665.0,beginner
879,저,that (over there),1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.37,저,4665.0,beginner
46,더,More,1,sungkyunkwan,성균관어학 1급,6.37,더,22.0,beginner
423,저,that (over there),1,integrated,Integrated Korean Beginning 1,6.37,저,4665.0,beginner
116,저,I (humble),1,integrated,Integrated Korean Beginning 1,6.37,저,4665.0,beginner
152,더,more,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.37,더,22.0,beginner
337,더,more,1,integrated,Integrated Korean Beginning 2,6.37,더,22.0,beginner
50,더,more,1,other,Fun Fun Korean 1,6.37,더,22.0,beginner
392,저,I (humble),1,sungkyunkwan,성균관어학 1급,6.37,저,4665.0,beginner
329,더,more/further,1,topik,쏙쏙 40 days TOPIK 초급,6.37,더,22.0,beginner
40,일이 있다,to have something to do,2,other,Fun Fun Korean 1,6.36,,,beginner
205,오,five (sino),1,yonsei,Yonsei Korean Vocab Beginner,6.34,오,5416.0,beginner
483,오,5,1,sungkyunkwan,성균관어학 1급,6.34,오,5416.0,beginner
199,오,5 (Sino-Korean),1,integrated,Integrated Korean Beginning 1,6.34,오,5416.0,beginner
337,와,wow,1,other,Fun Fun Korean 1,6.34,와,3818.0,beginner
61,오,five,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",6.34,오,5416.0,beginner
652,오,five,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.34,오,5416.0,beginner
861,자,ruler,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.33,자,4871.0,beginner
91,과,"a department, class",1,topik,TOPIK Beginner Vocabulary List,6.33,과,2482.0,beginner
113,과,lesson,1,topik,쏙쏙 40 days TOPIK 초급,6.33,과,2482.0,beginner
108,과,"Lesson, chapter",1,integrated,Integrated Korean Beginning 1,6.33,과,2482.0,beginner
790,자,Come on,1,other,Fun Fun Korean 1,6.33,자,4871.0,beginner
6,못,Cannot,1,sungkyunkwan,성균관어학 1급,6.32,못,2936.0,beginner
393,못,cannot,1,integrated,Integrated Korean Beginning 1,6.32,못,2936.0,beginner
225,못-,cannot,1,topik,TOPIK Beginner Vocabulary List,6.32,,,beginner
150,못,Cannot,1,sungkyunkwan,성균관어학 1급,6.32,못,2936.0,beginner
332,서,West,1,sungkyunkwan,성균관어학 1급,6.32,,,beginner
340,못,not being able to,1,topik,쏙쏙 40 days TOPIK 초급,6.32,못,2936.0,beginner
208,일을 다 하다,to finish all work,3,sogang,Sogang Korean 2A Vocabulary,6.32,,,beginner
216,않다,"to not be, to not do",1,integrated,Integrated Korean Beginning 2,6.32,않다,1468.0,beginner
113,좋아하다,To like,1,sungkyunkwan,성균관어학 1급,6.31,좋아하다,324.0,beginner
516,좋아하다,To like,1,sungkyunkwan,성균관어학 1급,6.31,좋아하다,324.0,beginner
648,좋아하다,to like,1,other,Fun Fun Korean 1,6.31,좋아하다,324.0,beginner
300,좋아하다,to like,1,integrated,Integrated Korean Beginning 1,6.31,좋아하다,324.0,beginner
420,좋아하다,to like,1,yonsei,Yonsei Korean Vocab Beginner,6.31,좋아하다,324.0,beginner
966,좋아하다,to like,1,topik,쏙쏙 40 days TOPIK 초급,6.31,좋아하다,324.0,beginner
1015,좋아하다,to like,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.31,좋아하다,324.0,beginner
496,좋아하다,to like,1,kiip,KIIP Beginner Level 1,6.31,좋아하다,324.0,beginner
140,아니다,to not be (negative equation),1,integrated,Integrated Korean Beginning 1,6.3,아니다,8.0,beginner
401,아니다,To not be,1,sungkyunkwan,성균관어학 1급,6.3,아니다,8.0,beginner
544,아니다,To not,1,topik,쏙쏙 40 days TOPIK 초급,6.3,아니다,8.0,beginner
268,사람들,people,1,other,Fun Fun Korean 1,6.28,,,beginner
745,때,time,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.28,때,3944.0,beginner
244,때,time,1,integrated,Integrated Korean Beginning 2,6.28,때,3944.0,beginner
955,잘하다,to be good at,1,topik,쏙쏙 40 days TOPIK 초급,6.28,잘하다,356.0,beginner
261,때,"The time, the moment",1,topik,쏙쏙 40 days TOPIK 초급,6.28,때,3944.0,beginner
852,때,to time or moment,1,yonsei,Yonsei Korean Vocab Beginner,6.28,때,3944.0,beginner
990,여,female,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.28,여,3438.0,beginner
396,때,"the time, the moment",1,topik,TOPIK Beginner Vocabulary List,6.28,때,3944.0,beginner
116,잘하다,"To be skillful, to do well",1,kiip,KIIP Beginner Level 2,6.28,잘하다,356.0,beginner
300,잘하다,to be well,1,other,Fun Fun Korean 1,6.28,잘하다,356.0,beginner
265,하지만,but,1,sogang,Sogang Korean 2A Vocabulary,6.27,하지만,345.0,beginner
108,하지만,"but, nevertheless",1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",6.27,하지만,345.0,beginner
507,하지만,but,1,topik,쏙쏙 40 days TOPIK 초급,6.27,하지만,345.0,beginner
19,하지만,but,1,kiip,KIIP Beginner Level 2,6.27,하지만,345.0,beginner
152,하지만,But,1,sungkyunkwan,성균관어학 1급,6.27,하지만,345.0,beginner
568,하지만,"but, however",1,kiip,KIIP Beginner Level 1,6.27,하지만,345.0,beginner
376,시,city,1,topik,TOPIK Beginner Vocabulary List,6.26,시,2129.0,beginner
302,시,"hour, o'clock",1,integrated,Integrated Korean Beginning 1,6.26,시,2129.0,beginner
125,시,hour,1,sogang,"""Sogang Korean New Series 1A"" Vocabulary",6.26,시,2129.0,beginner
377,시,"hour, time, o'clock",1,topik,TOPIK Beginner Vocabulary List,6.26,시,2129.0,beginner
217,시,hour,1,yonsei,Yonsei Korean Vocab Beginner,6.26,시,2129.0,beginner
240,시,Hour counter,1,sungkyunkwan,성균관어학 1급,6.26,시,2129.0,beginner
692,시,"hour, o'clock",1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.26,시,2129.0,beginner
701,우리,we,1,other,Fun Fun Korean 1,6.25,우리,7.0,beginner
332,잘 있다,to be fine,2,other,Fun Fun Korean 2,6.25,,,beginner
365,알다,to know,1,kiip,KIIP Beginner Level 1,6.25,알다,16.0,beginner
411,생각,thinking,1,yonsei,Yonsei Korean Vocab Beginner,6.25,생각,45.0,beginner
521,알다,to know,1,other,Fun Fun Korean 1,6.25,알다,16.0,beginner
41,알다,to know,1,yonsei,Yonsei Korean Vocab Beginner,6.25,알다,16.0,beginner
946,우리,our,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.25,우리,7.0,beginner
76,알다,To know,1,sungkyunkwan,성균관어학 1급,6.25,알다,16.0,beginner
74,생각,thought,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.25,생각,45.0,beginner
205,알다,to know,1,other,Fun Fun Korean 1,6.25,알다,16.0,beginner
486,알다,to know,1,topik,쏙쏙 40 days TOPIK 초급,6.25,알다,16.0,beginner
609,알다,to know,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.25,알다,16.0,beginner
43,알다,to know,1,integrated,Integrated Korean Beginning 1,6.25,알다,16.0,beginner
164,우리,we,1,sogang,"""Sogang Korean New Series 1B"" Vocabulary",6.25,우리,7.0,beginner
595,좋아지다,to get better,1,other,Fun Fun Korean 1,6.24,좋아지다,2774.0,beginner
74,게서,이/가,1,kiip,KIIP Beginner Level 2,6.22,,,beginner
226,못하다,"to be bad, to be poor (at), to be weak (in)",1,topik,TOPIK Beginner Vocabulary List,6.22,못하다,3065.0,beginner
285,못하다,to be poor at/can't do,1,topik,쏙쏙 40 days TOPIK 초급,6.22,못하다,3065.0,beginner
804,아니요,no,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.21,아니요,1953.0,beginner
108,에게,To 2,1,sungkyunkwan,성균관어학 1급,6.21,,,beginner
681,아니요,no,1,other,Fun Fun Korean 1,6.21,아니요,1953.0,beginner
136,아니요,no,1,integrated,Integrated Korean Beginning 1,6.21,아니요,1953.0,beginner
230,말하기,speaking,1,sogang,Sogang Korean 2A Vocabulary,6.21,,,beginner
400,아니요,No,1,sungkyunkwan,성균관어학 1급,6.21,아니요,1953.0,beginner
9,싶다,to want to,1,integrated,Integrated Korean Beginning 2,6.21,싶다,59.0,beginner
674,말하기,"talking, speaking",1,topik,TOPIK Beginner Vocabulary List,6.21,,,beginner
543,왜,Why,1,sungkyunkwan,성균관어학 1급,6.2,왜,104.0,beginner
141,뭐,what,1,integrated,Integrated Korean Beginning 1,6.2,뭐,252.0,beginner
724,뭐,what (contraction of '무엇'),1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.2,뭐,252.0,beginner
391,왜,why,1,topik,쏙쏙 40 days TOPIK 초급,6.2,왜,104.0,beginner
54,왜,why,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.2,왜,104.0,beginner
431,왜,why,1,yonsei,Yonsei Korean 1 Vocabulary 2017 (연세 한국어 1급 단어),6.2,왜,104.0,beginner
497,뭐,what,1,other,Fun Fun Korean 1,6.2,뭐,252.0,beginner
