,0,1
0,디딤돌,어려울 때마다 부모님은 나에게 인생의 __이 되어 주셨다.
1,뜬구름,__ 잡기 식의 방법을 찾기보다 좀 더 현실적인 방법을 찾아보자.
2,마구잡이,정부가 카드 발급을 규제하고 있지만 신용카드사의 __ 영업이 여전하다.
3,말꼬리,내놓는 의견마다 __를 잡고 늘어져서 말싸움이 한참 계속됐다.
4,망상,한때 그는 __에 빠져 정신과 치료를 받은 적이 있다.
5,무게감,그는 __ 있는 목소리로 청중들을 집중시켰다.
6,미궁,그 사건은 __에 빠져 해결될 기미조차 보이지 않았다.
7,미련,아무리 __이 남아도 지나간 일은 깨끗이 잊어버리는 것이 좋다.
8,민원,구청에 __을 접수했더니 담당자로부터 금방 연락이 왔다.
9,민의,무엇보다도 국회는 __에 따른 법률 제정에 힘써야 한다.
10,밑거름,실패는 성공을 위한 __이다.
11,밑바탕,K-POP의 세계 진출에 탄탄한 __을 닦았다는 평가를 받았다.
12,바람,우리는 전쟁 없는 세상에서 살고 싶은 간절한 __을 가지고 있다.
13,바탕,실화를 __으로 한 영화가 인기를 끌고 있다.
14,발달,IT 산업이 __할수록 보안에 대한 의무도 강화되어야 한다.
15,배경,이 곳은 그 작품의 __이 되는 곳이다.
16,버릇,아이의 나쁜 __은 빨리 고치도록 유도해야 한다.
17,보상,정부는 이번 태풍으로 농부들이 입은 피해를 __하기로 결정했다.
0,수익률,"rate of return, profit rate"
1,시련,"an ordeal, a hardship"
2,신진대사,metabolism
3,실속파,frugal people
4,심혈,heart and soul
5,씀씀이,(way of) spending money
6,압도,"overwhelm, overpower"
7,엉망진창,"a wreck, a mess"
8,여백,"a blank space, a margin"
9,역동적,dynamic
10,온난화,warming
11,우발적,accidental
12,우스갯소리,a joke
13,유대감,"fellowship, a bond"
14,유세,an (election) campaign
0,장치,"equipment, a device"
1,각별히,particularly
2,회의용 탁자,a conference table
3,권력,"power, authority"
4,타락시키다,"to corrupt, to degrade"
5,재벌가,a financial clique
6,문명,a civilization
7,예술가,an artist
8,천부,"innateness, natural ability"
9,자질,"a talent, a gift"
10,온갖,"all, every"
11,지혜를 짜내다,to rack one's brain
12,어울림,"appropriateness, seemliness, harmony"
13,부조화,"mismatch, incongruity, disharmony"
14,주목을 받다,to receive attention
15,주목을 끌다,to draw attention
16,주시,"close observation, scrutiny"
17,중심,"center, the middle"
18,가운데,"center, the middle"
19,출세,success (in life)
20,통설,"a common idea, conventional wisdom"
21,변명,an excuse (for)
22,호감이 가다,"to become fond, to be likable"
23,호감을 갖다,to have a good feeling (toward)
24,호감을 느끼다,to have a good feeling (toward)
25,호감을 사다,to win one's favor
26,융화,harmony
27,불화,"discord, disharmony"
28,확대,expansion
29,축소,"reduction, contraction, downsizing"
30,환심을 사다,to win one's favor
31,환심을 잃다,to lose one's favor
0,병환,"a disease, an illness"
1,회복되다,"to get better, to recover"
2,가정,"a supposition, an assumption"
3,검증하다,to verify
4,감성,sensitivity
5,숨을 돌리다,to catch one's breath
6,지도자,"a leader, a guide"
7,접근하다,"to approach, to access"
8,무더위,a heat wave
9,흐름,"flow, stream"
10,오기를 부리다,to refuse to give in/up
11,고집을 부리다,to be stubborn
12,애로,difficulty
13,육아,"childrearing, infant care"
14,병행하다,"to combine, to run parallel, to do two things at once"
15,털어놓다,"to confess, to disclose"
16,난관,"difficulty, an impasse, a dead end"
17,골머리,head
18,쓰레기 처리장,a garbage dump
19,부지,"a site, a plot of land"
20,추상적,abstract
21,공사,construction
22,방안,"a way, a measure, a plan"
0,모순,a contradiction
1,묘미,"charm, beauty, attraction"
2,발상,"an idea, thinking"
3,배려,consideration (for)
4,번영,prosperity
5,보람,"value, worthwhile-ness"
6,보편적,universal
7,불황,"a recession, a slump"
8,비약적,"rapid, swift"
9,비전형적,untypical
10,상승폭,a rate of increase
11,상징적,symbolic
12,선천적,"innate, inborn"
13,성인병,an adult disease
14,수요,demand
0,퇴치,마약을 __하기 위해 마약 __ 기금 마련을 위한 공연을 열었다.
1,파급,소비자 운동이 전국적으로 __되었다.
2,파동,석유 __의 여파로 물가가 크게 올랐다.
3,판독,올림픽에서는 정확한 판정을 위해 비디오 __을 실시하고 있다.
4,판정,국민들은 국제 심판의 편파 __에 불만을 가졌다.
5,편파적,그 선수는 올림픽에서 심판진의 __ 판정에 희생당하였다.
6,핀잔,회사에서 거듭되는 실수로 부장에게 __을 들었다.
7,하자,__ 없는 물건으로 보내 주세요.
8,허구,이 영화는 __가 아니라 실제로 있었던 일을 바탕으로 제작한 것이다.
9,현황,상품의 판매 __을 조사하여 보고해 주세요.
10,호응,이 프로그램은 청취자로부터 큰 __을 받고 있다.
11,호평,김 감독의 작품은 해외 영화제에 출품되어 __을 받고 수상의 쾌거를 이뤄냈다.
12,화근,사업 확장을 위해 무리하게 대출을 받은 것이 결국 __이 되어 도산하게 되었다.
13,황폐화,그곳은 환경오염으로 인해 이미 __되었다.
14,횡포,시장 사람들은 깡패들의 __를 견디다 못해 경찰에 고소를 했다.
0,가망,할머니의 병환이 너무 위독하셔서 다시 화복될 __이 없다고 했다.
1,가설,__을 세우면 그 __을 검증하는 단계가 반드시 필요하다.
2,감수성,내 동생은 __이 풍부해서 드라마나 영화를 볼 때 자주 울곤 한다.
3,개성,요즘 젊은 사람들은 __이 뚜렷해서 자기주장도 강하다.
4,겨를,요즘 성수기라서 잠시라도 숨을 돌릴 __이 없을 정도로 바쁘다.
5,격려,끝까지 포기하지 않고 도전하는 그에게 __의 박수를 보낸다.
6,견문,여행은 우물 안 개구리에서 벗어나 __을 넓힐 수 있는 좋은 기회가 된다.
7,결단력,지도자는 여러 능력이 필요하지만 무엇보다도 __이 있어야 한다.
8,경고,접근하지 말라는 __를 무시하고 가까이 다가갔다.
9,경향,무더위에 사람들은 선풍기보다는 에어컨을 선호하는 __이 있다.
10,고집,아버지는 몸이 많이 편찮으신데도 괜찮다며 병원에 안 가겠다고 __을 부리셨다.
11,고충,많은 직장 여성들이 육아와 직장 일을 병행하는 데에 대한 __을 털어놓았다.
12,곤경,밤늦게 길을 가다가 우연히 __에 빠진 여자를 구해 주었다.
13,골치,쓰레기 처리장의 부지를 선정하기가 여간 __ 아픈 게 아니다.
14,구체적,그 공사로 인해서 환영오염이 심해졌는데도 그에 대한 __인 방안은 아직 아무것도 없다.
0,되풀이되다,"to repeat, to be repeated"
1,집안,"a home, a family, a household"
2,조퇴,early leave
3,만일,"a rainy day, an unexpected circumstance"
4,되도록,"as much as possible, more than can be helped"
5,사물,"a thing, an object, matter"
6,대하다,"to face, to treat, to deal with"
7,처리하다,"to handle, to deal with, to take care of"
8,비평적,critical
9,귀감,"an example, a model"
10,짐,"a load, a burden, luggage"
11,슬픔,"sorrow, sadness"
12,불행,"unhappiness, misfortune"
13,사연,"a story, a situation"
14,생계,"living, livelihood"
15,집안일,"household affairs, housework"
16,경우,"a case, a scenario"
17,입장,"a position, a stance"
18,선입관,a prejudice
19,선정,a choice
20,실적,"a result, a performance"
21,공적,"an achievement, credit"
22,보수,repair
23,재주,"a talent, a skill"
24,품,"labor, work"
25,노고,hard work
26,소원,"a wish, a hope"
27,각도,an angle
28,관점,"a point of view, a perspective"
29,심중,"one's mind, one's heart"
30,내면,an inner side
31,식견,"insight, knowledge"
32,분별력,discernment
0,본보기,모두 부모들은 아이들의 __가 되어야 한다.
1,부담,해외여행은 경제적으로 크게 __이 된다.
2,비극,다시는 이러한 __이 되풀이되어서는 안 될 것이다.
3,사정,집안 __으로 조퇴를 했다.
4,살림,그녀는 직장을 그만두고 __만 한다.
5,상황,만일의 __에 대비해 준비를 철저히 하자.
6,선입견,되도록 __을 버리고 사물을 대하는 게 좋겠다.
7,선택,나는 국어학을 전공으로 __했다.
8,성과,지금까지의 __에 만족하지 않고 더 열심히 노력하겠다.
9,손질,__이 잘된 가구는 오래 사용할 수 있다.
10,솜씨,형사는 익숙한 __로 사건을 처리했다.
11,수고,먼 길 오느라 __가 많았다.
12,숙원,그 마을에 학교를 세우는 것이 그들의 오랜 __이었다.
13,시각,사물은 바라보는 __에 따라 그 의미가 달라진다.
14,실마리,사건의 __가 좀처럼 풀리지 않았다.
15,심리,그녀의 __를 파악하는 것은 힘들다.
16,안목,많은 작품을 읽고 비평적 __을 키우는 것이 중요하다.
17,안정감,결혼을 하고 나자 그는 비로소 __을 얻었다.
0,투자자,an investor
1,임대,"lease, rent"
2,하락하다,"to drop, to depreciate"
3,이익률,"rate of return, profit rate"
4,고난,"hardship, trouble, adversity"
5,규칙적,regular
6,섭취,"intake, ingestion"
7,영향,"influence, effect, impact (on)"
8,끼치다,to cause
9,물질대사,metabolism
10,성능,"performance, capacity, efficiency"
11,심혈을 기울이다,to devote oneself (to)
12,정성,"sincerity, devotion, one's heart"
13,좌중,"a crowd, company, everyone present"
14,제압,"oppression, domination, control"
15,뒤죽박죽,"a mishmash, a hodgepodge"
16,엉망,"a wreck, a mess"
17,난장판,"chaos, disorder, a mess"
18,한국화,a Korean painting
19,살리다,"to save, to spare"
20,공란,"a blank, an empty space, a margin"
21,공백,"a gap, a void, a blank space"
22,신형차,a new-model car
23,생동감,"liveliness, vividness"
24,현상,a phenomenon
25,주되다,"to be main, chief, principal"
26,온실,a greenhouse
27,꼽다,"to count, to pin (as), to point out"
28,분석,an analysis
29,계획적,"premeditated, planned, deliberate"
30,범행,"a crime, an offense"
31,우연적,"random, coincidental"
32,끈끈하다,"to be sticky, adhesive"
33,친밀감,a sense of closeness/intimacy
34,연대감,a sense of solidarity/kinship
35,투표일,a voting day
36,당,a (political) party
37,선거,an election
38,선전,propaganda; a good fight
0,산속,deep in the mountains
1,새다,"to leak, to escape"
2,상대편,"an opponent, a rival"
3,조직력,organizational ability
4,고부간,between mother-in-law and daughter-in-law
5,인류,"mankind, the human race"
6,대체 에너지,alternative energy
7,사고방식,one's way of thinking
8,발전,"development, progress"
9,연예계,show business
10,가정,"a home, a family"
11,자녀,"children, sons and daughters"
12,자선,charity
13,애정,"love, affection"
14,증상,a symptom
15,뚫다,"to dig, to bore, to pierce"
16,빈곤,poverty
17,엉터리,"nonsense, sham, rubbish"
18,고도,"altitude, height; a high degree"
19,성장,"growth, development"
20,이루다,"to make, to form, to achieve"
21,상봉하다,to be reunited
22,다짐,"a promise, a resolution, a pledge"
23,장애물,"a hurdle, an obstacle"
24,결과,"a result, an outcome"
25,열매,fruit
26,결여,"a lack, an absence"
0,기원,인류의 __은 어디에서부터 시작한 것일까?
1,기틀,그의 업적은 국가의 __을 마련하기에 충분했다.
2,끈기,한 가지 일에 __ 있게 매달리는 사람이 성공한다.
3,나름,사람들은 모두 제 __의 생각이 있는 법이다.
4,난리,아이들에게 장난감을 사주지 않자 울고불고 __가 났다.
5,눈길,그는 결혼한 후에는 다른 사람들에게 __ 한번 주지 않는다.
6,능률,스트레스가 많이 쌓이면 일의 __이 떨어지기 마련이다.
7,담보,아버지는 집을 __로 돈을 대출받아서 가게를 나셨다.
8,대우,__가 좋은 직장에 지원자가 몰리는 것은 당연한 일이다.
9,독촉,마감일까지 원고를 써 달라는 출판사의 __이 심했다.
10,동기,학습자에게 먼저 학습 __를 부여하는 것이 중요하다.
11,동향,신문의 경제란을 잘 살펴보면 최근 경제 __을 알 수 있다.
12,말문,그의 일리 있는 대답에 나는 __이 막혀 버렸다.
13,망신,영국인 앞에서 영어로 잘난 척했다가 __을 당했다.
14,맥락,그 이야기는 앞뒤 __이 전혀 없어서 사람들의 흥미를 끌지 못한다.
0,융통성,그는 너무 __이 없어서 주변 사람들이 답답해하는지도 모른다.
1,잡념,쓸데없는 __ 때문에 머릿속이 복잡해서 바람을 쐬러 나갔다.
2,쟁점,그 문제는 새로운 __으로 부각되고 있다.
3,전략,그 광고는 소비자의 구매 __과 잘 맞아떨어져 큰 인기를 얻었다.
4,정책,국민 생활의 안정을 국가 __의 최우선 과제로 삼았다.
5,존폐,시골의 한 초등학교 입학생의 감소로 __ 문제가 거론되고 있다.
6,지연,기술적 어려움에 부딪혀 신제품 개발이 __되고 있다.
7,지장,학교 근처 공사장 소음 때문에 수업에 __을 받고 있다.
8,지천,시골 뒷산에는 산나물들이 __으로 깔려 있다.
9,착오,여러 차례의 시행__ 끝에 드디어 신제품을 개발하였다.
10,추세,요즘은 결혼을 아예 안 하거나 늦게 하는 __이다.
11,침체,서울의 부동산 __가 오늘내일 일이 아니다.
12,침투,밀봉을 함으로써 외부의 세균이나 공기의 __를 막을 수 있다.
13,타협,남북 간의 문제는 대화와 __으로 풀어야 한다.
14,탓,"잘되면 제 __, 못되면 조상 __이라고 했다."
0,디딤돌,a steppingstone
1,뜬구름,drifting clouds
2,마구잡이,"indiscriminate, at random"
3,말꼬리,a slip of the tongue
4,망상,delusion
5,무게감,weighty
6,미궁,a labyrinth
7,미련,"regret, lingering feelings"
8,민원,a civil complaint
9,민의,the will of the people
10,밑거름,a foundation
11,밑바탕,a foundation
12,바람,a desire
13,바탕,a basis
14,발달,"development, growth"
15,배경,a background
16,버릇,a habit
17,보상,compensation
0,본보기,"an example, a model"
1,부담,a burden
2,비극,a tragedy
3,사정,circumstances
4,살림,housekeeping
5,상황,a situation
6,선입견,a prejudice
7,선택,a choice
8,성과,"a result, an achievement"
9,손질,repair
10,솜씨,a skill
11,수고,"trouble, hard work"
12,숙원,a long-cherished wish
13,시각,a point of view
14,실마리,a clue
15,심리,a mentality
16,안목,a discerning eye
17,안정감,a sense of stability
0,기금,a fund
1,전국적,"national, nationwide"
2,석유,"oil, petroleum, kerosene"
3,석유파동,oil crisis
4,여파,"aftermath, an aftereffect"
5,해독,"detoxification, neutralization"
6,국제,international
7,심판,"a judgment, a trial, a lawsuit; a referee"
8,심판진,a referee
9,희생당하다,to be victimised
10,꾸중,"scolding, chiding, telling off"
11,거듭되다,"to repeat, to be repeated"
12,부장,a department head
13,핀잔을 먹다,"to be scolded, to be reprimanded"
14,핀잔을 받다,"to be scolded, to be reprimanded"
15,핀잔을 주다,"to scold, to reprimand"
16,흠,"a flaw, a crack, a nick, a scratch, "
17,티,"dust, dirt, a speck"
18,결점,"a flaw, a fault, a shortcoming"
19,조작,"a fabrication, an invention"
20,허위,"false, a falsity"
21,실제,"truth, reality, actuality"
22,실존,existance
23,보고하다,"to report, to make a report"
24,호응을 하다,to respond positively
25,호응을 얻다,to receive a positive response
26,청취자,a (radio) listener
27,악평,"harsh criticism, notoriety, disrepute"
28,혹평,harsh criticism
29,영화제,a film festival
30,출품되다,"to be entered, to be exhibited"
31,수상,"an award, a prize"
32,쾌거,a splendid achievement/feat
33,이뤄내다,"to clinch, to score, to pull off"
34,빌미,"an excuse, a reason, pretext"
35,무리하게,by force
36,도산하다,to go bankrupt
37,난폭,"violence, aggressiveness, wildness"
38,깡패,"a gangster, a hooligan"
39,고소,"an accusation, a charge"
0,식,"a kind, a type, a way"
1,발급,issuance
2,규제하다,"to regulate, to control"
3,신용카드사,a credit card company
4,내놓다,"to put out, to take out"
5,늘어지다,"to droop, to sag, to stretch"
6,한참,for a long time
7,한때,"once, one time"
8,청중,"an audience, a spectator"
9,구청,"a ""gu"" office, a borough office"
10,접수하다,"to accept, to receive"
11,담당자,a person in charge
12,국회,the National Assembly
13,법률,"a law, an act, a legislation"
14,제정,"enactment, establishment"
15,진출,"entrance, advancement"
16,실화,"a true story, a real-life story"
17,보안,security
18,강화되다,"to be reinforced, strengthened"
19,유도하다,"to induce, to prompt, to stir up"
20,발판,"a foothold, a scaffold, a steppingstone"
21,무차별적,indiscriminate
22,말끝,an opening of the mouth; an end of a word
23,몽상,"a fancy, a fantasy, a daydream"
24,공상,"a fancy, a fantasy, a daydream"
25,여론,public opinion
26,공론,public opinion
27,희망,"hope, a wish"
28,본바탕,"nature, character"
29,습관,"a habit, a custom"
30,배상,compensation
31,변상,compensation
0,수익률,오피스텔 투자자들의 임대 __이 하락하고 있다.
1,시련,사람은 __을 겪으면서 성장해 나간다.
2,신진대사,규칙적인 음식 섭취는 __ 개선에 좋은 영향을 끼친다.
3,실속파,이 노트복은 기본 성능과 개성을 중시하는 __들을 위한 제품이다.
4,심혈,이 작품은 내가 1년 동안 __을 기울인 작품이다.
5,씀씀이,그녀는 __가 커서 매달 적자를 면하지 못한다.
6,압도,그 가수는 눈밫으로 좌중을 __하는 카리스마를 지녔다.
7,엉망진창,순간의 실수로 모든 것이 __이 되었다.
8,여백,그 한국화는 __의 미를 잘 살린 그림으로 평가 받고 있다.
9,역동적,이번 모터쇼에서 __인 디자인의 신형차가 시선을 끌었다.
10,온난화,지구 __ 현상의 주된 원인으로 온실 가스를 꼽을 수 있다.
11,우발적,전문가 분석으로 이 사건은 __이 아닌 계획적인 범행임이 밝혀졌다.
12,우스갯소리,내 친구는 가끔 __로 사람들을 웃기는 재주가 있다.
13,유대감,가족여행은 가족 간의 끈끈한 __을 키워준다.
14,유세,투표일이 다가올수록 각 당 후보자들의 선거 __가 점차 치열해지고 있다.
0,가닥,a strand
1,가치관,one's values
2,각광,"spotlight, limelight"
3,각오,"preparedness, determination, resolution"
4,갈등,conflict
5,갈피,"a point, a direction"
6,개발,development
7,거리낌,hesitation
8,걸림돌,an obstacle
9,결손,"a loss, a deficit"
10,결실,"fruit, fruitation"
11,결핍,"a lack, a deficiency"
12,경쟁,a competition
13,계기,a turning point
14,궁핍,"poverty, destitution"
15,궤변,sophistry
16,균형,"a balance, an equilibrium"
17,극적,dramatic
0,정치,politics
1,그까짓,such
2,재앙,"a disaster, a catastrophe"
3,적중하다,to hit the mark
4,다수결,a majority decision
5,의하다,"to be based on, according to"
6,표결,"a vote, voting"
7,정치적,political
8,깔리다,"to be buried, to be pinned under"
9,맡다,"to take care of, to take on"
10,바,"a reason, a truth"
11,다하다,"to finish, to fulfill"
12,앞서다,"to move ahead, to advance"
13,확고부동하다,"to be firm, resolute, unwavering"
14,참관,"visitation, observation"
15,대단하다,"to be great, huge, immense"
16,신분,"a position, a status, a rank, a standing"
17,무너지다,"to collapse, to crumble, to give in"
18,관념,"anidea, a sense, a concept, a notion"
19,정상,"a top, a summit"
20,시가지,"a city, an urban area"
21,야망,ambition
22,야욕,ambition
23,엄살을 부리다,"to exaggerate pain, to make a fuss"
24,엄살을 피우다,"to exaggerate pain, to make a fuss"
25,틈,"a crack, a gap, time to spare"
26,계시,a revelation
27,겁,"fright, fear, terror"
28,규칙,"a rule, a regulation"
29,법칙,"a law, a rule"
30,목적,"a purpose, an objective, a goal"
31,속뜻,"a real intention, an underlying meaning"
32,책임,"a responsibility, a duty, a obligation"
33,권리,"a right, a claim"
34,의혹,"a doubt, a suspicion"
35,물음,a question
36,답,"an answer, a reply"
37,확신,"conviction, confidence"
38,욕망,"desire, appetite, craving, ambition "
39,이미지,an image
40,책무,"a duty, an obligation"
41,자긍,"self-admiration, pride"
42,과시,"boasting, showing off"
43,체계,a system
44,조직,"a group, an organization"
45,전망,"a view, a prospect"
0,조화,harmony
1,주목,attention
2,중앙,"center, the middle"
3,지렛대,a lever
4,지름길,a shortcut
5,질적,qualitative
6,참모습,the truth
7,출신,a person's origin
8,토대,a foundation
9,통념,"a common idea, conventional wisdom"
10,핑계,an excuse (for)
11,형편,circumstances
12,호감,a good feeling
13,화합,harmony
14,화해,reconciliation
15,확장,expansion
16,환심,favor
0,기반,"a foundation, a base"
1,기세,a force
2,기우,"overcare, unfounded fear"
3,기치,a banner
4,까닭,a reason
5,꼬투리,a fault
6,낌새,"an indication, a vibe"
7,논거,a basis of an argument
8,논쟁,an argument
9,논점,a point at issue
